site,date,time,site_lat,site_lon,chime_diatoms_ug_per_l,chime_cyanobacteria_ug_per_l,chime_others_ug_per_l,lstm_lswt_c,s2_chl_ug_per_l,s2_tur_mg_per_l,s2_cdom_1_per_m,s3_chl_ug_per_l,s3_tur_mg_per_l,s3_cdom_1_per_m,diatoms_ug_per_l,cyanobacterial_ug_per_l,others_ug_per_l
berlin_muggelsee_IOP_daily_v0.3,2023-09-28,2023-09-28 12:00:00,52.437300000000015,13.647400000000005,2.153936544017561,0.9304795490409276,7.251074432520109,19.36567331351972,10.335490525578598,4.641915666667421,0.4740406938497231,10.335490525578598,4.641915666667421,0.4740406938497231,2.153936544017561,0.9304795490409276,7.251074432520109
berlin_muggelsee_IOP_daily_v0.3,2023-09-29,2023-09-29 12:00:00,52.437300000000015,13.647400000000005,2.136458870437029,0.8782618549561685,6.418750831246161,19.197453690643783,9.433471556639358,4.582072651764943,0.4740766842809086,9.433471556639358,4.582072651764943,0.4740766842809086,2.136458870437029,0.8782618549561685,6.418750831246161
berlin_muggelsee_IOP_daily_v0.3,2023-09-30,2023-09-30 12:00:00,52.437300000000015,13.647400000000005,2.067965419950152,0.8112210488456217,5.805689406361776,19.04401011668136,8.68487587515755,4.521336908028535,0.4741512508562205,8.68487587515755,4.521336908028535,0.4741512508562205,2.067965419950152,0.8112210488456217,5.805689406361776
berlin_muggelsee_IOP_daily_v0.3,2023-10-01,2023-10-01 12:00:00,52.437300000000015,13.647400000000005,1.9656786593090376,0.7385103142464372,5.361763343878434,18.900591439195303,8.06595231743391,4.461317269295324,0.4741851237376835,8.06595231743391,4.461317269295324,0.4741851237376835,1.9656786593090376,0.7385103142464372,5.361763343878434
berlin_muggelsee_IOP_daily_v0.3,2023-10-02,2023-10-02 12:00:00,52.437300000000015,13.647400000000005,1.8464421196067105,0.6673908471740083,5.043977388457035,18.7624465057485,7.557810355237754,4.403622569402439,0.474099033087323,7.557810355237754,4.403622569402439,0.474099033087323,1.8464421196067105,0.6673908471740083,5.043977388457035
berlin_muggelsee_IOP_daily_v0.3,2023-10-03,2023-10-03 12:00:00,52.437300000000015,13.647400000000005,1.7248296534452845,0.6029959798936038,4.817680196673915,18.62482416390379,7.1455058300128025,4.349861642187002,0.4738137090671634,7.1455058300128025,4.349861642187002,0.4738137090671634,1.7248296534452845,0.6029959798936038,4.817680196673915
berlin_muggelsee_IOP_daily_v0.3,2023-10-04,2023-10-04 12:00:00,52.437300000000015,13.647400000000005,1.6124173709637188,0.5486093930217346,4.65631326726872,18.482973261224046,6.817340031254174,4.3016433214861465,0.47324988183923,6.817340031254174,4.3016433214861465,0.47324988183923,1.6124173709637188,0.5486093930217346,4.65631326726872
berlin_muggelsee_IOP_daily_v0.3,2023-10-05,2023-10-05 12:00:00,52.437300000000015,13.647400000000005,1.5179689348518,0.5062101814478038,4.540148788235739,18.33214264527213,6.564327904535343,4.260576441136997,0.4723282815655475,6.564327904535343,4.260576441136997,0.4723282815655475,1.5179689348518,0.5062101814478038,4.540148788235739
berlin_muggelsee_IOP_daily_v0.3,2023-10-06,2023-10-06 12:00:00,52.437300000000015,13.647400000000005,1.448224423698408,0.4771132633151745,4.454465090980709,18.167581163610908,6.379802777994291,4.22826983497668,0.4709696384081409,6.379802777994291,4.22826983497668,0.4709696384081409,1.448224423698408,0.4771132633151745,4.454465090980709
berlin_muggelsee_IOP_daily_v0.3,2023-10-07,2023-10-07 12:00:00,52.437300000000015,13.647400000000005,1.4090611134535485,0.4626358069039532,4.387437198321647,17.984537663803238,6.259134118679148,4.206332336842324,0.4690946825290351,6.259134118679148,4.206332336842324,0.4690946825290351,1.4090611134535485,0.4626358069039532,4.387437198321647
